clean_text,Sentiment
american stock food covid concern rise stocking pantry prepare large scale epidemic according figure neilsen published week sale medical supply non perishable food increased,2
complaining school not closed tomorrow use tube bus train go supermarket pub etc could quite easily get going every day life,2
please check elderly neighbour preferably phone probably seen heard news amp may scared go amp not access online shopping make sure supply,2
got message hour ago school closing next month class online everyone shopping cart packed brim actually getting serious,0
daviec brianstelter thank god someone worried financials dave financials pay people bill put food table many people rely stock market retirement income yes,2
real question stock thing already dog food cat food litter tampon etc insane thing going get not worried virus worried told stay put supply,0
also dont buy whatever selling give ego boost stop making feel like patronizing deed okay sell necessity higher price buy anyway,2
seeing resellers sell mask alcohol necessity price x expensive compared srps make wonder people heartless insensitive opportunistic time crisis,0
people mask queuing outside supermarket rome glad see people cautious taking measure,2
fuel lowest price year however utility bill fuel price remain someone making serious cash global crisis,0
freaking buying supply important remember fact buy regular soap,0
expert saying stock two week worth food supply half people live paycheck paycheck suppose money trillion handout big bank nothing struggling ask pay,2
shelf local grocery store bare ransacked nice see everyone friendly letting people front line helping find certain item even making toilet paper joke,2
going say right wrong people people fighting shit paper food sick go store shop anything panic feared idiot fool think world coming end,0
went grocery store lunch pickup puppy food wow thursday afternoon place rammed,2
dont buy thing bulk store run food still make trip grocery store needed hurting everyone precaution control virus early still early stage ire not panic,2
government advice indoor gathering every supermarket right ireland,0
scare kashmir people say bye bye chinese food restaurant guest demand traditional wazwan instead manchurian chowmin fried rice etc,0
always use recycled toilet tissue luckily u left local supermarket not stockpiling need,2
stock food case city live shutdown supermarket damn ehhh,0
