OriginalTweet,clean_text,Sentiment,length
"Spiking prices during a state of emergency is a crime, REPORT IT: https://t.co/k4Zt898LQl 

#Coronavirus #COVID2019 https://t.co/3FgvYt93W7",spiking price state emergency crime report,0,42
"Besides canned food and toilet paper.

https://t.co/oo3UHc9HxO
$KR $TGT $WMT $AMZN $COST $CVS #investing #stocks #coronavirus #covid19 #market #economy",besides canned food toilet paper kr tgt wmt amzn cost cv,1,56
"@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",nileshshah summarized important point paper thread,2,50
@HLAurora63 My husband asked me today if we should stock up on food and supplies ? #CoronaVirus,hlaurora husband asked today stock food supply,1,46
Missouri AG sues televangelist for advertising ÂSilver SolutionÂ as a cure for coronavirus https://t.co/wUffral0NW https://t.co/Q5kAOjafCt,missouri ag sue televangelist advertising silver solution cure coronavirus,2,74
"President Trump: ""It will go away.Â  Just stay calm.Â  It will go away."" https://t.co/J8aF2Zb8v0",president trump go away stay calm go away,2,41
You actually need to stock pile on food first before you can actually use all that toilet paper.   But you have you eat it before you need to use the toilet.  Only then will you have the need for toilet paper #toiletpaper #covid19 #coronavirus #idiots,actually need stock pile food first actually use toilet paper eat need use toilet need toilet paper,1,99
"We (@hamiltonpoverty) are calling on Canadian Federal Government ?? to provide #BasicIncome 'Well-being and Stimulus Payments' during current COVID-19 situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. #CdnPoli https://t.co/wRmkWLhJku",hamiltonpoverty calling canadian federal government provide well stimulus payment current covid situation basic income even interim could help keep people healthy revive consumer confidence spending,2,198
"Solid advice for seniors, their family members &amp; those of who have #complexhealth care needs.@CDC: Older #Americans should consider stocking up on food, medications &amp; avoid venturing out as #coronavirus spreads https://t.co/yiDKEL9m1a #COVID19Canada #CoronavirusCanada #bcseniors",solid advice senior family member amp care need cdc older consider stocking food medication amp avoid venturing spread canada,2,125
"Local media in Naples reported that Seria A football players Callejon, Llorente and Ospinta were among the people queuing outside a supermarket last night to stock up on food during the #coronavirus emergency.",local medium naples reported seria football player callejon llorente ospinta among people queuing outside supermarket last night stock food emergency,0,149
"Reminder: a State of Emergency is in effect statewide due to #Coronavirus.

Californians are protected from illegal price gouging on housing, gas, food, and other essential supplies. https://t.co/nw5FHsodTj https://t.co/r8wH8MSped",reminder state emergency effect statewide due californian protected illegal price gouging housing gas food essential supply,0,123
"Just thinking if we have to close schools, how many children may lose access to main source of meals.  And what will happen to demand at food banks. #trusselltrust #coronavirus #foodbanks #poverty #uk https://t.co/Mw71RzC6z1",thinking close school many child may lose access main source meal happen demand food bank,0,89
"@realDonaldTrump What can you do about #COVID2019? 

- donÂt go out sick
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching",realdonaldtrump go sick wash hand call ahead wear mask doctor stock food medicine work home keep social distance hand sanitizer surface avoid touching,0,150
"As I appear to be absolutely no good at stock piling/panic buying  food goods and toilet rolls for the #coronavirus I'm moving on to something I'm good at buying ?

Tin whistles and Apple Watch bands.

Better than toilet rolls ? https://t.co/UdI4PYuLDh",appear absolutely good stock piling panic buying food good toilet roll moving something good buying tin whistle apple watch band better toilet roll,2,147
"Pretty good chance that your waiter/waitress, grocery/department store clerk, or Uber/Taxi driver, doesn't have health insurance or paid sick leave. 

Also a pretty good chance that these people come in contact with #COVID19 #coronavirus 

Still think Bernie's radical? Good luck.",pretty good chance waiter waitress grocery department store clerk uber taxi driver health insurance paid sick leave also pretty good chance people come contact still think bernie radical good luck,2,196
"I donÂt understand the run on toilet paper. 

You would think that youÂd stock up on food first. Without food, you wonÂt need the toilet paper. #coronavirus",understand run toilet paper would think stock food first without food need toilet paper,0,87
So the govt is trying to boost spending to save the economy but what about the several retail staff I witnessed yesterday - in the one store - continuously coughing over merchandise?? And elsewhere?? #bigW #eastgardens   #Coronavirus #stimulus #auspol,govt trying boost spending save economy several retail staff witnessed yesterday one store continuously coughing merchandise elsewhere,2,134
"We've been lied to about COVID-19. Find out why you need to stock up on Food &amp; Water before all cities are quarantined.
https://t.co/RTBHfraXTU
coronavirus chiropractor naturopath stocks gold silver blackpink bts  coach trainer librarian twice yibo xiaozhan animalcrossing trucker https://t.co/AKuNBNa8jS",lied covid find need stock food amp water city quarantined coronavirus chiropractor naturopath stock gold silver blackpink bts coach trainer librarian twice yibo xiaozhan animalcrossing trucker,0,193
"Metro Manila Lock Down will cause shortage of food supply, hoarding of stuffs, less fortunate families will not be able to stock up, and a lot more. Oh Lord, we pray for covid-19 to end before everything boils down to worst.",metro manila lock cause shortage food supply hoarding stuff le fortunate family not able stock lot oh lord pray covid end everything boil worst,0,143
"Hey guysss! We have a very important message to all our friends, family &amp; viewers out there. Be aware of Corona Virus and follow these procedures to help keep you and your family safe.

#aadyasitara? #aadya #sitara #coronavÃ­rus #coronaaleart #covid_19 #staysafe #sanitizer #covid https://t.co/pHWGsygy06",hey guy important message friend family amp viewer aware corona virus follow procedure help keep family safe ru,2,111
"Low gas prices could hurt economy as #Toronto drivers take advantage:

https://t.co/JqOHbi6b9j @torontodotcom #COVID19 #COVID2019 #CoronaVirusCanada",low gas price could hurt economy driver take advantage torontodotcom,0,68
"Due to the #coronavirus my 80 year old grandma has been going through her cabinets to round up supplies...

So here I present to you a bottle of hydrogen peroxide that expired in July 2001 https://t.co/MTMKiDYDNn",due year old grandma going cabinet round supply present bottle hydrogen peroxide expired july,1,93
How the fuck am I safer from #coronavirus on a train or at a gas station or at a grocery store or gym than at #sxsw or a ballgame or a amusement park? Either put guys with gas masks and guns on the streets or let us live our lives,fuck safer train gas station grocery store gym ballgame amusement park either put guy gas mask gun street let u live life,2,121
One of the BEAUTIFUL things about working at home and having a strictly online small business? Covid-19 isnÂt transmittable through email. So keep shopping!  https://t.co/qJkUcaWGC2,one beautiful thing working home strictly online small business covid transmittable email keep shopping,2,103
"With all of the public school, college and university closures due to #coronavirus, a lot of food insecure students will go hungry. As you stock your pantry, consider donating to your local food pantry to help feed a kid. #CoronaVirusUpdate",public school college university closure due lot food insecure student go hungry stock pantry consider donating local food pantry help feed kid,1,143
